time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,169,68,23,22
2026-06-16 00:00:00+00:00,166,54,12,9
2026-06-17 00:00:00+00:00,238,68,11,11
2026-06-18 00:00:00+00:00,133,56,17,16
2026-06-19 00:00:00+00:00,291,99,35,32
2026-06-20 00:00:00+00:00,244,69,3,3
2026-06-21 00:00:00+00:00,252,73,6,3
2026-06-22 00:00:00+00:00,152,62,14,9
2026-06-23 00:00:00+00:00,161,69,10,9
2026-06-24 00:00:00+00:00,862,89,9,9
2026-06-25 00:00:00+00:00,1271,71,48,40
2026-06-26 00:00:00+00:00,1539,90,40,39
2026-06-27 00:00:00+00:00,428,86,68,67
2026-06-28 00:00:00+00:00,508,121,16,15
