referrer,views_total,views_unique
github.com,1704,71
keptn.sh,487,70
Google,392,54
linkedin.com,56,24
lifecycle.keptn.sh,25,2
medium.com,23,6
com.linkedin.android,19,7
Bing,16,3
dev-jira.dynatrace.org,15,2
summerofcode.withgoogle.com,11,2
