referrer,views_total,views_unique
keptn.sh,341,46
Google,216,47
github.com,190,32
medium.com,22,4
statics.teams.cdn.office.net,22,3
cncf.io,5,5
contribute.cncf.io,5,2
search.brave.com,4,2
thenewstack.io,3,2
summerofcode.withgoogle.com,3,2
