time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-01 00:00:00+00:00,7,3,15,11
2024-12-02 00:00:00+00:00,32,9,73,18
2024-12-03 00:00:00+00:00,27,5,126,23
2024-12-04 00:00:00+00:00,11,5,34,22
2024-12-05 00:00:00+00:00,22,6,23,13
2024-12-06 00:00:00+00:00,3,3,60,16
2024-12-07 00:00:00+00:00,20,6,6,6
2024-12-08 00:00:00+00:00,41,9,12,7
2024-12-09 00:00:00+00:00,35,5,74,20
2024-12-10 00:00:00+00:00,414,12,176,31
2024-12-11 00:00:00+00:00,55,11,78,26
2024-12-12 00:00:00+00:00,48,10,59,25
2024-12-13 00:00:00+00:00,97,13,56,20
2024-12-14 00:00:00+00:00,61,8,6,4
