referrer,views_total,views_unique
keptn.sh,189,45
Google,61,26
github.com,61,22
cncf.io,11,4
contribute.cncf.io,11,2
search.brave.com,6,1
medium.com,4,3
chatgpt.com,4,3
Bing,2,2
tpx.sys.comcast.net,2,1
