referrer,views_total,views_unique
keptn.sh,320,65
Google,160,47
github.com,154,33
youtube.com,117,4
DuckDuckGo,23,3
cncf.io,20,9
t.co,12,3
lifecycle.keptn.sh,9,2
search.brave.com,6,2
contribute.cncf.io,5,3
