time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,219,116,21,17
2025-11-05 00:00:00+00:00,233,102,29,16
2025-11-06 00:00:00+00:00,277,159,36,18
2025-11-07 00:00:00+00:00,298,157,16,14
2025-11-08 00:00:00+00:00,217,114,7,7
2025-11-09 00:00:00+00:00,205,121,5,5
2025-11-10 00:00:00+00:00,215,109,37,16
2025-11-11 00:00:00+00:00,289,124,27,12
2025-11-12 00:00:00+00:00,284,134,2,2
2025-11-13 00:00:00+00:00,187,122,25,12
2025-11-14 00:00:00+00:00,174,86,22,12
2025-11-15 00:00:00+00:00,297,95,18,12
2025-11-16 00:00:00+00:00,251,50,22,12
2025-11-17 00:00:00+00:00,187,61,10,9
