referrer,views_total,views_unique
keptn.sh,457,70
Google,292,47
github.com,205,43
youtube.com,75,3
medium.com,34,8
t.co,25,8
cncf.io,12,5
lifecycle.keptn.sh,7,3
contribute.cncf.io,7,2
conventionalcommits.org,6,2
