time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-05 00:00:00+00:00,1898,139,661,30
2024-01-06 00:00:00+00:00,163,49,229,8
2024-01-07 00:00:00+00:00,187,54,232,13
2024-01-08 00:00:00+00:00,2122,185,1234,48
2024-01-09 00:00:00+00:00,1369,152,935,50
2024-01-10 00:00:00+00:00,1610,125,945,46
2024-01-11 00:00:00+00:00,847,65,658,47
2024-01-12 00:00:00+00:00,1823,134,1478,50
2024-01-13 00:00:00+00:00,91,18,166,24
2024-01-14 00:00:00+00:00,70,11,168,15
2024-01-15 00:00:00+00:00,2549,155,1375,42
2024-01-16 00:00:00+00:00,1248,77,875,51
2024-01-17 00:00:00+00:00,1956,132,1307,63
2024-01-18 00:00:00+00:00,2138,143,1272,54
