time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,186,69,19,8
2026-06-07 00:00:00+00:00,336,108,11,10
2026-06-08 00:00:00+00:00,110,61,19,13
2026-06-09 00:00:00+00:00,105,62,10,8
2026-06-10 00:00:00+00:00,286,103,15,14
2026-06-11 00:00:00+00:00,265,92,13,8
2026-06-12 00:00:00+00:00,381,95,52,46
2026-06-13 00:00:00+00:00,211,83,66,64
2026-06-14 00:00:00+00:00,310,94,17,11
2026-06-15 00:00:00+00:00,169,68,23,22
2026-06-16 00:00:00+00:00,166,54,12,9
2026-06-17 00:00:00+00:00,238,68,11,11
2026-06-18 00:00:00+00:00,133,56,17,16
2026-06-19 00:00:00+00:00,291,99,35,32
