time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,117,16,420,22
2024-01-28 00:00:00+00:00,126,19,538,24
2024-01-29 00:00:00+00:00,1269,85,774,48
2024-01-30 00:00:00+00:00,845,122,557,40
2024-01-31 00:00:00+00:00,2192,136,1482,52
2024-02-01 00:00:00+00:00,2709,150,1048,51
2024-02-02 00:00:00+00:00,2228,125,965,69
2024-02-03 00:00:00+00:00,108,29,123,14
2024-02-04 00:00:00+00:00,51,29,339,18
2024-02-05 00:00:00+00:00,4029,172,1325,45
2024-02-06 00:00:00+00:00,5055,211,1336,48
2024-02-07 00:00:00+00:00,3797,203,1033,51
2024-02-08 00:00:00+00:00,2712,204,1109,70
2024-02-09 00:00:00+00:00,1446,98,784,48
