referrer,views_total,views_unique
github.com,1070,78
keptn.sh,389,68
Google,291,61
summerofcode.withgoogle.com,31,18
readthedocs.org,29,1
youtube.com,27,1
infoq.com,18,10
t.co,15,3
medium.com,13,7
lifecycle.keptn.sh,12,2
