referrer,views_total,views_unique
github.com,852,54
lifecycle.keptn.sh,283,34
keptn.sh,201,34
Google,197,37
aperta-fons-bf53f.web.app,36,8
cncf.io,31,9
goodfirstissues.com,18,5
contribute.cncf.io,15,1
summerofcode.withgoogle.com,13,1
landscape.cncf.io,10,3
