referrer,views_total,views_unique
Google,154,27
keptn.sh,145,44
github.com,60,13
cncf.io,11,7
medium.com,4,3
DuckDuckGo,4,2
docs.google.com,4,1
chatgpt.com,3,1
com.linkedin.android,2,1
chat.deepseek.com,1,1
