referrer,views_total,views_unique
keptn.sh,142,43
Google,138,28
github.com,60,13
cncf.io,12,8
medium.com,4,3
chatgpt.com,4,2
docs.google.com,4,1
com.linkedin.android,2,1
chat.deepseek.com,1,1
Bing,1,1
