time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-08 00:00:00+00:00,22.0,5.0,27,13
2024-09-09 00:00:00+00:00,82.0,6.0,114,25
2024-09-10 00:00:00+00:00,7.0,4.0,110,22
2024-09-11 00:00:00+00:00,46.0,5.0,124,15
2024-09-12 00:00:00+00:00,661.0,10.0,252,18
2024-09-13 00:00:00+00:00,,,243,17
2024-09-14 00:00:00+00:00,21.0,5.0,13,10
2024-09-15 00:00:00+00:00,51.0,8.0,11,9
2024-09-16 00:00:00+00:00,1278.0,20.0,291,31
2024-09-17 00:00:00+00:00,28.0,6.0,155,34
2024-09-18 00:00:00+00:00,4.0,2.0,310,24
2024-09-19 00:00:00+00:00,9.0,6.0,195,24
2024-09-20 00:00:00+00:00,31.0,7.0,149,23
2024-09-21 00:00:00+00:00,2.0,2.0,69,8
