referrer,views_total,views_unique
keptn.sh,126,28
Google,35,20
github.com,8,8
medium.com,8,3
cd.foundation,3,1
chatgpt.com,2,1
search.brave.com,2,1
DuckDuckGo,1,1
cncf.io,1,1
doubao.com,1,1
