url_path,views_total,views_unique
/keptn/lifecycle-toolkit,63,53
/keptn/lifecycle-toolkit/issues,20,11
/keptn/lifecycle-toolkit/blob/main/docs/content/en/docs/implementing/add-app-awareness/index.md,16,16
/keptn/lifecycle-toolkit/blob/main/docs/content/en/docs/yaml-crd-ref/app.md,13,13
/keptn/lifecycle-toolkit/tree/main/test/integration/api-conversion,10,10
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,7,5
/keptn/lifecycle-toolkit/pulls,6,4
/keptn/lifecycle-toolkit/tree/main/examples,4,3
/keptn/lifecycle-toolkit/pull/3291,3,2
/keptn/lifecycle-toolkit/pull/3904,3,2
