url_path,views_total,views_unique
/keptn/lifecycle-toolkit,109,83
/keptn/lifecycle-toolkit/issues,13,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/version-1,12,3
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,12,2
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,9,3
/keptn/lifecycle-toolkit/commit/b2284b48609d7a394a646f69317e679afd50437a,7,1
/keptn/lifecycle-toolkit/pulls,6,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/app-pre-deploy-eval.yaml,5,3
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/appcontext.yaml,5,3
/keptn/lifecycle-toolkit/commits/main,4,3
