referrer,views_total,views_unique
Google,56,28
keptn.sh,42,20
github.com,10,6
cncf.io,6,4
Bing,2,2
yandex.ru,2,2
DuckDuckGo,1,1
medium.com,1,1
perplexity.ai,1,1
t.co,1,1
