referrer,views_total,views_unique
keptn.sh,455,70
Google,318,52
github.com,237,43
youtube.com,71,2
t.co,33,9
contribute.cncf.io,11,4
lifecycle.keptn.sh,9,3
medium.com,8,5
DuckDuckGo,6,2
cncf.io,5,3
