time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,312,43,70,56
2026-09-11 00:00:00+00:00,111,68,118,86
2026-09-12 00:00:00+00:00,260,68,121,72
2026-09-13 00:00:00+00:00,71,42,119,80
2026-09-14 00:00:00+00:00,162,52,127,81
2026-09-15 00:00:00+00:00,69,36,92,62
2026-09-16 00:00:00+00:00,123,45,121,84
2026-09-17 00:00:00+00:00,121,23,101,76
2026-09-18 00:00:00+00:00,268,47,104,75
2026-09-19 00:00:00+00:00,162,62,124,84
2026-09-20 00:00:00+00:00,221,72,109,74
2026-09-21 00:00:00+00:00,196,60,86,63
2026-09-22 00:00:00+00:00,274,124,103,66
2026-09-23 00:00:00+00:00,104,34,151,81
