referrer,views_total,views_unique
github.com,1049,97
keptn.sh,783,75
Google,333,56
medium.com,26,7
lifecycle.keptn.sh,20,4
summerofcode.withgoogle.com,17,13
Bing,15,3
contribute.cncf.io,13,4
keptn--3085.org.readthedocs.build,12,1
goodfirstissues.com,11,3
