referrer,views_total,views_unique
keptn.sh,117,37
github.com,102,18
Google,85,32
chatgpt.com,7,5
cncf.io,6,5
contribute.cncf.io,6,1
medium.com,3,3
com.linkedin.android,3,3
search.brave.com,3,2
DuckDuckGo,2,2
