url_path,views_total,views_unique
/keptn/lifecycle-toolkit,282,149
/keptn/lifecycle-toolkit/issues,83,17
/keptn/lifecycle-toolkit/pulls,55,11
/keptn/lifecycle-toolkit/tree/main/chart,51,8
/keptn/lifecycle-toolkit/pull/3654,39,2
/keptn/lifecycle-toolkit/pull/3653,37,3
/keptn/lifecycle-toolkit/blob/main/metrics-operator/controllers/common/providers/prometheus/prometheus.go,34,8
/keptn/lifecycle-toolkit/pull/3653/files,33,2
/keptn/lifecycle-toolkit/tree/main/examples,31,9
/keptn/lifecycle-toolkit/pull/3682,27,3
