referrer,views_total,views_unique
keptn.sh,182,49
github.com,82,26
Google,73,30
cncf.io,22,7
medium.com,4,2
linkedin.com,4,1
contribute.cncf.io,3,3
chatgpt.com,3,1
statics.teams.cdn.office.net,2,1
dynatrace.com,1,1
