url_path,views_total,views_unique
/keptn/lifecycle-toolkit,184,130
/keptn/lifecycle-toolkit/tree/main/metrics-operator,39,10
/keptn/lifecycle-toolkit/tree/main,21,5
/keptn/lifecycle-toolkit/issues/3727,19,6
/keptn/lifecycle-toolkit/issues,17,10
/keptn/lifecycle-toolkit/pulls,15,9
/keptn/lifecycle-toolkit/tree/main/chart,14,5
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,13,3
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers,12,5
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana/import,12,2
