referrer,views_total,views_unique
keptn.sh,267,45
Google,204,29
github.com,26,14
DuckDuckGo,22,4
chatgpt.com,5,5
medium.com,4,2
cncf.io,2,2
kyverno.github.io,2,2
cncf-contribute.netlify.app,2,1
tongyi.com,1,1
