referrer,views_total,views_unique
github.com,790,49
keptn.sh,400,57
Google,217,34
goodfirstissues.com,51,9
cncf.io,39,12
summerofcode.withgoogle.com,29,4
landscape.cncf.io,20,11
medium.com,16,4
linkedin.com,8,2
Bing,5,2
