referrer,views_total,views_unique
keptn.sh,319,72
Google,290,43
v1.keptn.sh,153,2
github.com,136,22
medium.com,22,8
thenewstack.io,16,12
dt-rnd.atlassian.net,14,2
cncf.io,9,3
Bing,8,3
com.google.android.gm,5,4
