referrer,views_total,views_unique
keptn.sh,289,50
Google,54,25
github.com,47,17
cncf.io,11,9
medium.com,6,3
Bing,6,2
statics.teams.cdn.office.net,5,2
thenewstack.io,3,2
m.sogou.com,3,1
contribute.cncf.io,2,2
