referrer,views_total,views_unique
keptn.sh,206,46
Google,146,38
github.com,73,21
chatgpt.com,18,9
statics.teams.cdn.office.net,16,5
testkube.io,14,7
DuckDuckGo,10,1
medium.com,9,2
kyverno.github.io,7,1
Bing,6,2
