time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-12 00:00:00+00:00,1.0,1.0,31,7
2024-10-13 00:00:00+00:00,33.0,6.0,16,5
2024-10-14 00:00:00+00:00,1825.0,21.0,385,28
2024-10-15 00:00:00+00:00,127.0,7.0,202,29
2024-10-16 00:00:00+00:00,2150.0,23.0,425,25
2024-10-17 00:00:00+00:00,66.0,5.0,136,25
2024-10-18 00:00:00+00:00,27.0,4.0,57,21
2024-10-19 00:00:00+00:00,3.0,2.0,18,8
2024-10-20 00:00:00+00:00,,,26,10
2024-10-21 00:00:00+00:00,15.0,1.0,120,22
2024-10-22 00:00:00+00:00,84.0,5.0,146,30
2024-10-23 00:00:00+00:00,111.0,6.0,149,25
2024-10-24 00:00:00+00:00,84.0,11.0,50,20
2024-10-25 00:00:00+00:00,435.0,11.0,115,20
