referrer,views_total,views_unique
github.com,307,28
keptn.sh,259,50
Google,135,41
medium.com,21,5
cncf.io,12,6
statics.teams.cdn.office.net,10,3
Bing,9,2
dynatrace.com,7,2
alidocs.dingtalk.com,4,1
gitcode.com,2,1
