referrer,views_total,views_unique
github.com,1689,62
keptn.sh,784,95
Google,467,58
linkedin.com,42,13
Bing,27,5
medium.com,25,7
cncf.io,18,8
costcotravel.atlassian.net,16,2
dev-jira.dynatrace.org,14,2
landscape.cncf.io,11,9
