referrer,views_total,views_unique
Google,59,20
keptn.sh,50,20
github.com,46,10
cncf.io,10,5
medium.com,7,4
contribute.cncf.io,4,3
cloudnativenow.com,1,1
thenewstack.io,1,1
chatgpt.com,1,1
bo.wix.com,1,1
