time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,158,66,30,18
2025-09-05 00:00:00+00:00,321,145,29,9
2025-09-06 00:00:00+00:00,289,106,5,5
2025-09-07 00:00:00+00:00,486,128,2,2
2025-09-08 00:00:00+00:00,238,114,33,14
2025-09-09 00:00:00+00:00,160,94,69,17
2025-09-10 00:00:00+00:00,297,119,25,11
2025-09-11 00:00:00+00:00,171,89,14,11
2025-09-12 00:00:00+00:00,168,78,21,10
2025-09-13 00:00:00+00:00,401,95,15,9
2025-09-14 00:00:00+00:00,207,95,8,7
2025-09-15 00:00:00+00:00,225,85,95,21
2025-09-16 00:00:00+00:00,244,81,70,12
2025-09-17 00:00:00+00:00,108,53,28,16
