referrer,views_total,views_unique
keptn.sh,228,45
Google,131,34
github.com,72,20
chatgpt.com,17,8
statics.teams.cdn.office.net,16,5
testkube.io,13,6
DuckDuckGo,10,1
medium.com,9,2
kyverno.github.io,7,1
cncf.io,4,4
