time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,71,17,6,6
2024-06-10 00:00:00+00:00,52,13,143,19
2024-06-11 00:00:00+00:00,870,66,197,51
2024-06-12 00:00:00+00:00,41,14,50,25
2024-06-13 00:00:00+00:00,1769,119,107,21
2024-06-14 00:00:00+00:00,188,25,119,19
2024-06-15 00:00:00+00:00,68,9,7,6
2024-06-16 00:00:00+00:00,5,2,9,4
2024-06-17 00:00:00+00:00,120,15,87,20
2024-06-18 00:00:00+00:00,65,18,178,22
2024-06-19 00:00:00+00:00,70,16,41,13
2024-06-20 00:00:00+00:00,85,26,435,28
2024-06-21 00:00:00+00:00,24,8,130,13
2024-06-22 00:00:00+00:00,23,8,141,8
