url_path,views_total,views_unique
/keptn/lifecycle-toolkit,60,48
/keptn/lifecycle-toolkit/issues,11,11
/keptn/lifecycle-toolkit/commits,4,4
/keptn/lifecycle-toolkit/graphs/contributors,3,3
/keptn/lifecycle-toolkit/tree/main,3,2
/keptn/lifecycle-toolkit/actions/workflows/CI.yaml,2,2
/keptn/lifecycle-toolkit/blob/448b540b5b945330da91558c47d7d9ebb83ce126/docs/docs/getting-started/lifecycle-management.md,2,2
/keptn/lifecycle-toolkit/blob/main/LICENSE,2,2
/keptn/lifecycle-toolkit/blob/main/Makefile,2,2
/keptn/lifecycle-toolkit/commits/main,2,2
