time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-31 00:00:00+00:00,140,62,39,19
2025-08-01 00:00:00+00:00,167,63,43,16
2025-08-02 00:00:00+00:00,121,58,3,3
2025-08-03 00:00:00+00:00,171,59,8,6
2025-08-04 00:00:00+00:00,165,63,39,10
2025-08-05 00:00:00+00:00,170,79,28,18
2025-08-06 00:00:00+00:00,508,120,49,17
2025-08-07 00:00:00+00:00,256,90,24,16
2025-08-08 00:00:00+00:00,219,89,24,11
2025-08-09 00:00:00+00:00,177,85,3,3
2025-08-10 00:00:00+00:00,460,105,11,5
2025-08-11 00:00:00+00:00,198,81,20,12
2025-08-12 00:00:00+00:00,100,56,26,16
2025-08-13 00:00:00+00:00,123,55,33,14
