referrer,views_total,views_unique
github.com,203,23
keptn.sh,120,42
Google,74,36
Bing,14,1
medium.com,13,7
cncf.io,9,8
contribute.cncf.io,7,3
dynatrace.com,7,1
chatgpt.com,2,2
docs.dynatrace.com,2,1
