referrer,views_total,views_unique
keptn.sh,83,25
Google,42,15
cncf.io,12,4
github.com,6,4
contribute.cncf.io,4,4
medium.com,4,2
chatgpt.com,2,2
thenewstack.io,1,1
bo.wix.com,1,1
cloudnativenow.com,1,1
