time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-16 00:00:00+00:00,2150.0,23.0,425,25
2024-10-17 00:00:00+00:00,66.0,5.0,136,25
2024-10-18 00:00:00+00:00,27.0,4.0,57,21
2024-10-19 00:00:00+00:00,3.0,2.0,18,8
2024-10-20 00:00:00+00:00,,,26,10
2024-10-21 00:00:00+00:00,15.0,1.0,120,22
2024-10-22 00:00:00+00:00,84.0,5.0,146,30
2024-10-23 00:00:00+00:00,111.0,6.0,149,25
2024-10-24 00:00:00+00:00,84.0,11.0,50,20
2024-10-25 00:00:00+00:00,468.0,13.0,117,20
2024-10-26 00:00:00+00:00,57.0,8.0,11,7
2024-10-27 00:00:00+00:00,3.0,2.0,10,9
2024-10-28 00:00:00+00:00,3135.0,23.0,621,26
2024-10-29 00:00:00+00:00,2275.0,27.0,394,15
