url_path,views_total,views_unique
/keptn/lifecycle-toolkit,59,51
/keptn/lifecycle-toolkit/issues,9,5
/keptn/lifecycle-toolkit/tree/main/chart,5,2
/keptn/lifecycle-toolkit/pulls,4,3
/keptn/lifecycle-toolkit/blob/main/.github/scripts/.helm-tests/lifecycle-only/values.yaml,4,2
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,4,1
/keptn/lifecycle-toolkit/pull/3886,3,3
/keptn/lifecycle-toolkit/releases,3,3
/keptn/lifecycle-toolkit/releases/tag/keptn-v2.5.0,3,3
/keptn/lifecycle-toolkit/issues/3360,3,2
