url_path,views_total,views_unique
/keptn/lifecycle-toolkit,274,149
/keptn/lifecycle-toolkit/issues,95,26
/keptn/lifecycle-toolkit/tree/main/chart,63,14
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers,51,6
/keptn/lifecycle-toolkit/tree/main/metrics-operator,43,7
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,36,9
/keptn/lifecycle-toolkit/issues/3727,35,9
/keptn/lifecycle-toolkit/graphs/contributors,33,7
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers/prometheus,30,4
/keptn/lifecycle-toolkit/pull/3729,28,2
