time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,11,8,22,8
2024-11-24 00:00:00+00:00,50,6,32,10
2024-11-25 00:00:00+00:00,266,11,150,31
2024-11-26 00:00:00+00:00,197,15,147,30
2024-11-27 00:00:00+00:00,14,6,159,28
2024-11-28 00:00:00+00:00,33,6,53,25
2024-11-29 00:00:00+00:00,6,4,51,19
2024-11-30 00:00:00+00:00,2,2,24,13
2024-12-01 00:00:00+00:00,7,3,15,11
2024-12-02 00:00:00+00:00,32,9,73,18
2024-12-03 00:00:00+00:00,27,5,126,23
2024-12-04 00:00:00+00:00,11,5,34,22
2024-12-05 00:00:00+00:00,22,6,23,13
2024-12-06 00:00:00+00:00,2,2,60,16
