referrer,views_total,views_unique
github.com,817,77
keptn.sh,239,69
Google,207,63
Bing,23,4
summerofcode.withgoogle.com,21,12
readthedocs.org,12,1
lifecycle.keptn.sh,10,2
docs.google.com,9,4
cncf.io,7,5
dynatrace.com,7,2
