referrer,views_total,views_unique
keptn.sh,146,49
github.com,59,16
Google,51,30
kyverno.github.io,15,1
cncf.io,12,5
Bing,5,3
contribute.cncf.io,5,2
cloudnativenow.com,2,2
chatgpt.com,2,2
medium.com,2,1
