referrer,views_total,views_unique
Google,77,36
keptn.sh,63,27
github.com,25,10
cncf.io,5,4
Bing,2,2
testkube.io,2,2
youtube.com,2,1
DuckDuckGo,1,1
kagi.com,1,1
medium.com,1,1
