referrer,views_total,views_unique
keptn.sh,26,14
Google,23,17
github.com,7,5
cncf.io,3,2
yandex.ru,2,2
DuckDuckGo,1,1
lifecycle.keptn.sh,1,1
medium.com,1,1
perplexity.ai,1,1
t.co,1,1
