url_path,views_total,views_unique
/keptn/lifecycle-toolkit,261,159
/keptn/lifecycle-toolkit/pulls,79,13
/keptn/lifecycle-toolkit/pull/3521,60,9
/keptn/lifecycle-toolkit/issues,48,17
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,32,8
/keptn/lifecycle-toolkit/pull/3521/files,31,9
/keptn/lifecycle-toolkit/tree/main/chart,29,7
/keptn/lifecycle-toolkit/tree/main/examples,25,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,23,8
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,19,3
