referrer,views_total,views_unique
keptn.sh,677,52
Google,285,34
github.com,284,37
Bing,41,5
medium.com,16,8
cncf.io,6,5
thenewstack.io,5,3
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
