url_path,views_total,views_unique
/keptn/lifecycle-toolkit,322,184
/keptn/lifecycle-toolkit/tree/main/examples,63,15
/keptn/lifecycle-toolkit/issues,55,26
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,53,13
/keptn/lifecycle-toolkit/tree/main/examples/support,46,4
/keptn/lifecycle-toolkit/pull/3581,42,18
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,33,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,32,6
/keptn/lifecycle-toolkit/tree/main/examples/support/observability,26,5
/keptn/lifecycle-toolkit/pulls,25,11
