referrer,views_total,views_unique
keptn.sh,179,47
github.com,79,25
Google,48,33
cncf.io,22,7
linkedin.com,8,2
contribute.cncf.io,7,3
statics.teams.cdn.office.net,3,2
dynatrace.com,3,2
medium.com,2,1
chatgpt.com,2,1
