time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,1278,20,291,31
2024-09-17 00:00:00+00:00,28,6,155,34
2024-09-18 00:00:00+00:00,4,2,310,24
2024-09-19 00:00:00+00:00,9,6,195,24
2024-09-20 00:00:00+00:00,31,7,149,23
2024-09-21 00:00:00+00:00,2,2,69,8
2024-09-22 00:00:00+00:00,33,7,48,8
2024-09-23 00:00:00+00:00,26,5,115,27
2024-09-24 00:00:00+00:00,8,3,104,24
2024-09-25 00:00:00+00:00,3,2,159,24
2024-09-26 00:00:00+00:00,4,3,68,27
2024-09-27 00:00:00+00:00,32,7,87,20
2024-09-28 00:00:00+00:00,3,2,51,6
2024-09-29 00:00:00+00:00,3,3,10,7
