referrer,views_total,views_unique
keptn.sh,493,61
Google,310,41
github.com,103,17
thenewstack.io,41,28
statics.teams.cdn.office.net,38,3
v1.keptn.sh,26,2
cncf.io,9,3
dt-rnd.atlassian.net,9,1
Bing,8,3
medium.com,5,5
