referrer,views_total,views_unique
keptn.sh,699,54
github.com,300,37
Google,276,39
Bing,32,4
statics.teams.cdn.office.net,22,3
medium.com,11,6
cncf.io,7,6
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
