time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,186,23,8,5
2025-06-23 00:00:00+00:00,92,24,152,26
2025-06-24 00:00:00+00:00,50,14,105,28
2025-06-25 00:00:00+00:00,33,11,85,24
2025-06-26 00:00:00+00:00,163,59,37,13
2025-06-27 00:00:00+00:00,134,57,47,18
2025-06-28 00:00:00+00:00,211,70,7,4
2025-06-29 00:00:00+00:00,123,50,9,6
2025-06-30 00:00:00+00:00,322,40,111,20
2025-07-01 00:00:00+00:00,36,14,43,22
2025-07-02 00:00:00+00:00,77,38,64,18
2025-07-03 00:00:00+00:00,167,55,102,13
2025-07-04 00:00:00+00:00,460,29,9,8
2025-07-05 00:00:00+00:00,154,21,8,7
