referrer,views_total,views_unique
Google,31,19
keptn.sh,30,14
github.com,10,6
cncf.io,6,4
Bing,1,1
DuckDuckGo,1,1
medium.com,1,1
perplexity.ai,1,1
t.co,1,1
v1.keptn.sh,1,1
