referrer,views_total,views_unique
keptn.sh,249,55
github.com,89,27
Google,78,35
cncf.io,21,6
medium.com,9,3
contribute.cncf.io,6,2
dynatrace.com,4,3
linkedin.com,4,1
statics.teams.cdn.office.net,3,2
chatgpt.com,2,1
