time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-20 00:00:00+00:00,34,8,69,27
2025-01-21 00:00:00+00:00,29,6,112,23
2025-01-22 00:00:00+00:00,4,3,56,18
2025-01-23 00:00:00+00:00,5,5,46,19
2025-01-24 00:00:00+00:00,48,7,16,12
2025-01-25 00:00:00+00:00,33,6,16,12
2025-01-26 00:00:00+00:00,79,7,14,8
2025-01-27 00:00:00+00:00,118,8,80,18
2025-01-28 00:00:00+00:00,5,4,31,17
2025-01-29 00:00:00+00:00,4,4,32,15
2025-01-30 00:00:00+00:00,199,84,73,11
2025-01-31 00:00:00+00:00,156,61,53,19
2025-02-01 00:00:00+00:00,130,33,9,4
2025-02-02 00:00:00+00:00,17,11,17,11
