time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-12 00:00:00+00:00,145,47,94,21
2025-03-13 00:00:00+00:00,108,60,85,29
2025-03-14 00:00:00+00:00,107,49,77,19
2025-03-15 00:00:00+00:00,215,43,20,9
2025-03-16 00:00:00+00:00,51,17,8,7
2025-03-17 00:00:00+00:00,752,84,129,30
2025-03-18 00:00:00+00:00,169,53,294,29
2025-03-19 00:00:00+00:00,2386,180,932,31
2025-03-20 00:00:00+00:00,464,77,238,40
2025-03-21 00:00:00+00:00,207,79,40,19
2025-03-22 00:00:00+00:00,295,77,20,9
2025-03-23 00:00:00+00:00,204,84,33,9
2025-03-24 00:00:00+00:00,458,104,85,26
2025-03-25 00:00:00+00:00,87,50,111,20
