url_path,views_total,views_unique
/keptn/lifecycle-toolkit,287,163
/keptn/lifecycle-toolkit/issues,67,25
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers,50,8
/keptn/lifecycle-toolkit/tree/main/chart,40,10
/keptn/lifecycle-toolkit/issues/3727,35,9
/keptn/lifecycle-toolkit/tree/main/metrics-operator,32,9
/keptn/lifecycle-toolkit/graphs/contributors,29,7
/keptn/lifecycle-toolkit/blob/main/metrics-operator/controllers/common/providers/prometheus/prometheus.go,26,7
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers/prometheus,25,3
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers,22,5
